Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Buyer's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFIDEL1538/22-23,PO NO- 2272/07.03.23,9-Mar-23,Sales (22-23),Urjatherm Enterprises Pvt. Ltd.,,,,"BB 20"" - 4.5""",Main Location,Primary Batch,20.00,20.00,,,340.00,240.00,Nos,0,,2871.79,6800.00,GST Sales,
PFIDEL1539/22-23,D-SO53530/22-23,9-Mar-23,Sales (22-23),Hi-Tech Sweet Water Technologies Pvt Ltd (Sale),,,,DP - ESD 604,Main Location,Primary Batch,5.00,5.00,,,2700.00,2000.00,Nos,0,,3500.00,13500.00,GST Sales,
PFIDEL1540/22-23,D-SO53529/22-23,9-Mar-23,Sales (22-23),RETAIL SALES,,,,Carbon 600 IV,Main Location,Primary Batch,25.00,25.00,,,24.00,14.00,Nos,0,,250.00,600.00,GST Sales,
PFIDEL1540/22-23,D-SO53529/22-23,9-Mar-23,Sales (22-23),RETAIL SALES,,,,Media  - Coarse Silex,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,300.00,600.00,GST Sales,
PFIDEL1540/22-23,D-SO53529/22-23,9-Mar-23,Sales (22-23),RETAIL SALES,,,,Media - Fine Silex,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,300.00,600.00,GST Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,20NB TMF P,Main Location,Primary Batch,10.00,10.00,,,616.00,616.00,Nos,0,,,6160.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,25NB TMF IMP,Main Location,Primary Batch,1.00,1.00,,,458.00,458.00,Nos,0,,,458.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,BW 30 4040,Main Location,Primary Batch,25.00,25.00,,,9055.00,9055.00,Nos,0,,0.08,226375.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,C220 NA,Main Location,Primary Batch,200.00,200.00,,,108.00,108.00,Nos,0,,0.01,21600.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,CP 4040,Main Location,Primary Batch,2.00,2.00,,,4150.00,4150.00,Nos,0,,,8300.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,HM 8040-BWE 400,Main Location,Primary Batch,1.00,1.00,,,23000.00,23000.00,Nos,0,,0.01,23000.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,"QP 1054 - 2.5"" T",Main Location,Primary Batch,24.00,24.00,,,1813.00,1813.00,Nos,0,,0.02,43512.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,"QP 1354 - 2.5"" T",Main Location,Primary Batch,73.00,73.00,,,2704.00,2528.52,Nos,0,,12810.11,197392.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,"QP 1465 - 4"" T",Main Location,Primary Batch,3.00,3.00,,,4275.00,4191.39,Nos,0,,250.83,12825.00,Branch Sales,
PFIDEL1541/22-23,PFI-MPO/2301003,9-Mar-23,Sales (22-23),Pratham FIlter  Industries [Mumbai GL],,,,SW 30 HRLE 400,Main Location,Primary Batch,3.00,3.00,,,41432.00,40089.68,Nos,0,,4027.00,124296.00,Branch Sales,
PFIDEL1542/22-23,NEE-22-23/264,10-Mar-23,Sales (22-23),Newtos Enviro Engineering,,,,"SP 40""",Main Location,Primary Batch,200.00,200.00,,,160.00,100.00,Nos,0,,12000.00,32000.00,GST Sales,
PFIDEL1543/22-23,GWESPL/22-23/KOSI/0333,10-Mar-23,Sales (22-23),Grannus Water & Environmental Solutions  Pvt. Ltd.,,,,40NB SMF,Main Location,Primary Batch,2.00,2.00,,,1450.00,960.00,Nos,0,,1044.44,2900.00,GST Sales,
PFIDEL1543/22-23,GWESPL/22-23/KOSI/0333,10-Mar-23,Sales (22-23),Grannus Water & Environmental Solutions  Pvt. Ltd.,,,,DS - H&L-16-4R,Main Location,Primary Batch,2.00,2.00,,,1450.00,945.00,Nos,0,,1074.44,2900.00,GST Sales,
PFIDEL1543/22-23,GWESPL/22-23/KOSI/0333,10-Mar-23,Sales (22-23),Grannus Water & Environmental Solutions  Pvt. Ltd.,,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,600.00,382.00,Nos,0,,462.67,1200.00,GST Sales,
PFIDEL1543/22-23,GWESPL/22-23/KOSI/0333,10-Mar-23,Sales (22-23),Grannus Water & Environmental Solutions  Pvt. Ltd.,,,,"FRP 1865 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,19000.00,16539.00,Nos,0,,5766.44,38000.00,GST Sales,
PFIDEL1544/22-23,GWESPL/22-23/OMST-AMC/0336,10-Mar-23,Sales (22-23),Grannus Water & Environmental Solutions  Pvt. Ltd.,,,,"SP BB 20""",Main Location,Primary Batch,50.00,50.00,,,220.00,174.00,Nos,0,,2300.00,11000.00,GST Sales,
PFIDEL1545/22-23,D-SO53534/22-23,10-Mar-23,Sales (22-23),Newtech Chemicals,,,,BW 30 4040,Main Location,Primary Batch,13.00,13.00,,,10100.00,9055.00,Nos,0,,13585.00,131300.00,GST Sales,
PFIDEL1546/22-23,D-SO53536/22-23,10-Mar-23,Sales (22-23),Vishal Engineers,,,,RESIN,Main Location,Primary Batch,550.00,550.00,,,97.00,83.00,Nos,0,,7700.00,53350.00,GST Sales,
PFIDEL1546/22-23,D-SO53536/22-23,10-Mar-23,Sales (22-23),Vishal Engineers,,,,"SP BB 20""",Main Location,Primary Batch,36.00,36.00,,,200.00,174.00,Nos,0,,936.00,7200.00,GST Sales,
PFIDEL1546/22-23,D-SO53536/22-23,10-Mar-23,Sales (22-23),Vishal Engineers,,,,TSF 1665,Main Location,Primary Batch,4.00,4.00,,,5400.00,4693.00,Nos,0,,2828.00,21600.00,GST Sales,
PFIDEL1547/22-23,D-SO53538/22-23,11-Mar-23,Sales (22-23),S&S Envirotech Engineers,,,,"Ro-Membrane Connector -4""",Main Location,Primary Batch,6.00,6.00,,,220.00,100.00,Nos,0,,820.40,1320.00,GST Sales,
PFIDEL1548/22-23,D-SO53539/22-23,11-Mar-23,Sales (22-23),Osmotech,,,,ECOLINE 4-300-1,Main Location,Primary Batch,10.00,10.00,,,4800.00,3830.00,Nos,0,,9700.00,48000.00,GST Sales,
PFIDEL1548/22-23,D-SO53539/22-23,11-Mar-23,Sales (22-23),Osmotech,,,,"S-STRAP 4""",Main Location,Primary Batch,6.00,6.00,,,125.00,80.00,Nos,0,,270.00,750.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,25NB TMF,Main Location,Primary Batch,2.00,2.00,,,900.00,680.00,Nos,0,,440.02,1800.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,25NB TMS,Main Location,Primary Batch,3.00,3.00,,,1100.00,845.00,Nos,0,,765.03,3300.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,DS-VB,Main Location,Primary Batch,3.00,3.00,,,550.00,193.46,Nos,0,,1069.63,1650.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,Media - Fine Sand,Main Location,Primary Batch,50.00,50.00,,,6.00,3.00,Nos,0,,150.00,300.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,PG 160 B,Main Location,Primary Batch,3.00,3.00,,,220.00,180.00,Nos,0,,120.01,660.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,TSF 1248,Main Location,Primary Batch,2.00,2.00,,,2800.00,2423.00,Nos,0,,754.05,5600.00,GST Sales,
PFIDEL1549/22-23,D-SO53540/22-23,11-Mar-23,Sales (22-23),Wellmount Appliances Pvt. Ltd.,,,,TSF 1354,Main Location,Primary Batch,3.00,3.00,,,3150.00,2506.00,Nos,0,,1932.08,9450.00,GST Sales,
PFIDEL1550/22-23,D-SO53543/22-23,11-Mar-23,Sales (22-23),Osmotech,,,,25NB TMS,Main Location,Primary Batch,1.00,1.00,,,1150.00,845.00,Nos,0,,305.00,1150.00,GST Sales,
PFIDEL1551/22-23,D-SO53546/22-23,13-Mar-23,Sales (22-23),Shivajeet Engineers,,,,BW 30 365,Main Location,Primary Batch,1.00,1.00,,,31500.00,30746.00,Nos,0,,754.00,31500.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,25NB TMF,Main Location,Primary Batch,8.00,8.00,,,900.00,680.00,Nos,0,,1760.00,7200.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,Media - Fine Sand,Main Location,Primary Batch,300.00,300.00,,,5.00,3.00,Nos,0,,600.00,1500.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,Media - Fine Silex,Main Location,Primary Batch,400.00,400.00,,,5.00,3.00,Nos,0,,800.00,2000.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,Media - Pebbels,Main Location,Primary Batch,500.00,500.00,,,5.00,3.00,Nos,0,,1000.00,2500.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,PG 160 B,Main Location,Primary Batch,5.00,5.00,,,220.00,180.00,Nos,0,,200.00,1100.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,PG 160 C,Main Location,Primary Batch,5.00,5.00,,,220.00,172.82,Nos,0,,235.90,1100.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,PG 400 C,Main Location,Primary Batch,5.00,5.00,,,220.00,180.00,Nos,0,,200.00,1100.00,GST Sales,
PFIDEL1552/22-23,D-SO53545/22-23,13-Mar-23,Sales (22-23),Uttam Water Solutions - (M.P),,,,TSF 1354,Main Location,Primary Batch,8.00,8.00,,,2900.00,2506.00,Nos,0,,3152.00,23200.00,GST Sales,
PFIDEL1553/22-23,D-SO53544/22-23,14-Mar-23,Sales (22-23),Eco Water Electrical Engineers,,,,"SP 40""",Main Location,Primary Batch,275.00,275.00,,,130.00,100.00,Nos,0,,8850.00,35750.00,GST Sales,
PFIDEL1554/22-23,D-SO53549/22-23,14-Mar-23,Sales (22-23),3MX Water Technology,,,,FM 25 (0.1-1),Main Location,Primary Batch,5.00,5.00,,,800.00,325.00,Nos,0,,2375.00,4000.00,GST Sales,
PFIDEL1555/22-23,D-SO53548/22-23,14-Mar-23,Sales (22-23),Rose Water Solution Pvt. Ltd,,,,"FRP 2472 - 4""TB",Main Location,Primary Batch,4.00,4.00,,,23300.00,21066.00,Nos,0,,8936.00,93200.00,GST Sales,
PFIDEL1556/22-23,D-SO53550/22-23,14-Mar-23,Sales (22-23),S.M. Environmental Equipments,,,,40NB SMF,Main Location,Primary Batch,2.00,2.00,,,1450.00,960.00,Nos,0,,980.00,2900.00,GST Sales,
PFIDEL1556/22-23,D-SO53550/22-23,14-Mar-23,Sales (22-23),S.M. Environmental Equipments,,,,DS - H&L-16-4R,Main Location,Primary Batch,2.00,2.00,,,1350.00,945.00,Nos,0,,810.00,2700.00,GST Sales,
PFIDEL1556/22-23,D-SO53550/22-23,14-Mar-23,Sales (22-23),S.M. Environmental Equipments,,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,650.00,382.00,Nos,0,,536.00,1300.00,GST Sales,
PFIDEL1556/22-23,D-SO53550/22-23,14-Mar-23,Sales (22-23),S.M. Environmental Equipments,,,,"FRP 1865 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,19000.00,16538.07,Nos,0,,4923.86,38000.00,GST Sales,
PFIDEL1557/22-23,D-SO53553/22-23,14-Mar-23,Sales (22-23),Rose Water Solution Pvt. Ltd,,,,"SPG 1054-2.5"" T",Main Location,Primary Batch,10.00,10.00,,,2500.00,2246.31,Nos,0,,2536.90,25000.00,GST Sales,
PFIDEL1557/22-23,D-SO53553/22-23,14-Mar-23,Sales (22-23),Rose Water Solution Pvt. Ltd,,,,TSF 1665,Main Location,Primary Batch,1.00,1.00,,,5350.00,4693.00,Nos,0,,657.00,5350.00,GST Sales,
PFIDEL1557/22-23,D-SO53553/22-23,14-Mar-23,Sales (22-23),Rose Water Solution Pvt. Ltd,,,,TSF 1665 T&B,Main Location,Primary Batch,1.00,1.00,,,7600.00,6370.00,Nos,0,,1230.00,7600.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,"20"" BB L 1.5""",Main Location,Primary Batch,1.00,1.00,,,475.00,300.00,Nos,0,,179.16,475.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,25NB TMF,Main Location,Primary Batch,2.00,2.00,,,950.00,680.00,Nos,0,,556.65,1900.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,BW 30 365,Main Location,Primary Batch,1.00,1.00,,,31750.00,30746.00,Nos,0,,1282.26,31750.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Carbon 600 IV,Main Location,Primary Batch,50.00,50.00,,,25.00,14.00,Nos,0,,560.95,1250.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,DP - ESD 604,Main Location,Primary Batch,1.00,1.00,,,3000.00,2000.00,Nos,0,,1026.29,3000.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,FM 25 (0.25-2.5),Main Location,Primary Batch,2.00,2.00,,,750.00,325.00,Nos,0,,863.15,1500.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,GN SCA-5L,Main Location,Primary Batch,5.00,5.00,,,85.00,58.00,Nos,0,,138.72,425.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,KP 35,Main Location,Primary Batch,1.00,1.00,,,900.00,745.00,Nos,0,,162.89,900.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Media  - Coarse Silex,Main Location,Primary Batch,50.00,50.00,,,6.00,3.00,Nos,0,,152.63,300.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Media - Fine Sand,Main Location,Primary Batch,50.00,50.00,,,6.00,3.00,Nos,0,,152.63,300.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Media - Fine Silex,Main Location,Primary Batch,50.00,50.00,,,6.00,3.00,Nos,0,,152.63,300.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Media - Pebbels,Main Location,Primary Batch,50.00,50.00,,,6.00,3.00,Nos,0,,152.63,300.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,Memflo 8-300-1,Main Location,Primary Batch,1.00,1.00,,,7300.00,5400.00,Nos,0,,1963.98,7300.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,PG 160 B,Main Location,Primary Batch,2.00,2.00,,,220.00,180.00,Nos,0,,83.86,440.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,PG 160 C,Main Location,Primary Batch,1.00,1.00,,,220.00,172.73,Nos,0,,49.20,220.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,PG 400 C,Main Location,Primary Batch,2.00,2.00,,,220.00,180.00,Nos,0,,83.86,440.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,"SP BB 20""",Main Location,Primary Batch,1.00,1.00,,,220.00,174.00,Nos,0,,47.93,220.00,GST Sales,
PFIDEL1558/22-23,D-SO53541/22-23,15-Mar-23,Sales (22-23),RETAIL SALES,,,,TSF 1354,Main Location,Primary Batch,2.00,2.00,,,3000.00,2506.00,Nos,0,,1040.58,6000.00,GST Sales,
PFIDEL1559/22-23,D-SO53555/22-23,15-Mar-23,Sales (22-23),Delta Pure Technologies India Pvt Ltd (HR),,,,"20"" PP Bag Assembly",Main Location,Primary Batch,2.00,2.00,,,1150.00,750.00,Nos,0,,800.00,2300.00,GST Sales,
PFIDEL1559/22-23,D-SO53555/22-23,15-Mar-23,Sales (22-23),Delta Pure Technologies India Pvt Ltd (HR),,,,FM 32 (0.4-4),Main Location,Primary Batch,4.00,4.00,,,1250.00,750.00,Nos,0,,2000.00,5000.00,GST Sales,
PFIDEL1559/22-23,D-SO53555/22-23,15-Mar-23,Sales (22-23),Delta Pure Technologies India Pvt Ltd (HR),,,,UV -ECS 004L,Main Location,Primary Batch,5.00,5.00,,,2250.00,1735.00,Nos,0,,2575.00,11250.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,"20"" BB L 1.5""",Main Location,Primary Batch,1.00,1.00,,,475.00,300.00,Nos,0,,183.69,475.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,40NB SMF,Main Location,Primary Batch,2.00,2.00,,,1450.00,960.00,Nos,0,,1033.08,2900.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,BW 30 365,Main Location,Primary Batch,2.00,2.00,,,31750.00,30746.00,Nos,0,,3170.32,63500.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Carbon 600 IV,Main Location,Primary Batch,50.00,50.00,,,25.00,14.00,Nos,0,,572.88,1250.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,DP - ESD 604,Main Location,Primary Batch,1.00,1.00,,,3000.00,2000.00,Nos,0,,1054.91,3000.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,"DS-TS 4""",Main Location,Primary Batch,4.00,4.00,,,650.00,382.00,Nos,0,,1119.59,2600.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,DS-VB,Main Location,Primary Batch,2.00,2.00,,,550.00,183.73,Nos,0,,752.67,1100.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,FM 32 (0.6-6),Main Location,Primary Batch,2.00,2.00,,,1250.00,750.00,Nos,0,,1045.76,2500.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,GN SCA-5L,Main Location,Primary Batch,5.00,5.00,,,85.00,58.00,Nos,0,,142.78,425.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,KP 35,Main Location,Primary Batch,1.00,1.00,,,900.00,745.00,Nos,0,,171.47,900.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Media  - Coarse Silex,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,310.98,600.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Media - Fine Sand,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,310.98,600.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Media - Fine Silex,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,310.98,600.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Media - Pebbels,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,310.98,600.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,Memflo 8-300-2,Main Location,Primary Batch,1.00,1.00,,,10500.00,8000.00,Nos,0,,2692.20,10500.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,PG 160 B,Main Location,Primary Batch,2.00,2.00,,,220.00,180.00,Nos,0,,88.05,440.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,PG 160 C,Main Location,Primary Batch,1.00,1.00,,,220.00,172.73,Nos,0,,51.30,220.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,PG 400 C,Main Location,Primary Batch,2.00,2.00,,,220.00,180.00,Nos,0,,88.05,440.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,"SP BB 20""",Main Location,Primary Batch,1.00,1.00,,,220.00,174.00,Nos,0,,50.03,220.00,GST Sales,
PFIDEL1560/22-23,D-SO53554/22-23,15-Mar-23,Sales (22-23),Vanika wellness Pvt Ltd,,,,TSF 1665 T&B,Main Location,Primary Batch,2.00,2.00,,,8200.00,6925.61,Nos,0,,2848.97,16400.00,GST Sales,
PFIDEL1561/22-23,D-SO53556/22-23,15-Mar-23,Sales (22-23),Synergy Filteration Pvt Ltd,,,,TSF 2162 T&B,Main Location,Primary Batch,2.00,2.00,,,13500.00,14036.00,Nos,0,,-1072.00,27000.00,GST Sales,
PFIDEL1562/22-23,D-SO53551/22-23,15-Mar-23,Sales (22-23),Newtech Chemicals,,,,DS - H&L-24-4R,Main Location,Primary Batch,1.00,1.00,,,1700.00,999.00,Nos,0,,701.00,1700.00,GST Sales,
PFIDEL1562/22-23,D-SO53551/22-23,15-Mar-23,Sales (22-23),Newtech Chemicals,,,,"DS-TS 4""",Main Location,Primary Batch,1.00,1.00,,,650.00,382.00,Nos,0,,268.00,650.00,GST Sales,
PFIDEL1562/22-23,D-SO53551/22-23,15-Mar-23,Sales (22-23),Newtech Chemicals,,,,TSF 2472 T&B,Main Location,Primary Batch,1.00,1.00,,,16850.00,15336.50,Nos,0,,1513.50,16850.00,GST Sales,
PFIDEL1563/22-23,D-SO53552/22-23,15-Mar-23,Sales (22-23),Newtech Chemicals,,,,BW 30 4040,Main Location,Primary Batch,2.00,2.00,,,10100.00,9055.00,Nos,0,,2090.00,20200.00,GST Sales,
PFIDEL1564/22-23,D-SO53559/22-23,16-Mar-23,Sales (22-23),Delta Pure Technologies India Pvt Ltd (HR),,,,BW 30 365,Main Location,Primary Batch,3.00,3.00,,,31500.00,30746.00,Nos,0,,2262.00,94500.00,GST Sales,
PFIDEL1565/22-23,D-SO53558/22-23,16-Mar-23,Sales (22-23),Optima Water Solutions Pvt. Ltd.HR,,,,40NB SMF W,Main Location,Primary Batch,2.00,2.00,,,1450.00,1050.00,Nos,0,,800.00,2900.00,GST Sales,
PFIDEL1565/22-23,D-SO53558/22-23,16-Mar-23,Sales (22-23),Optima Water Solutions Pvt. Ltd.HR,,,,"DS-TS 4""",Main Location,Primary Batch,4.00,4.00,,,650.00,382.00,Nos,0,,1072.00,2600.00,GST Sales,
PFIDEL1565/22-23,D-SO53558/22-23,16-Mar-23,Sales (22-23),Optima Water Solutions Pvt. Ltd.HR,,,,TSF 1865 T&B,Main Location,Primary Batch,2.00,2.00,,,9500.00,7644.00,Nos,0,,3712.00,19000.00,GST Sales,
PFIDEL1566/22-23,PO No.-JPEE10915,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,DP - ESD 604,Main Location,Primary Batch,7.00,7.00,,,3000.00,2000.00,Nos,0,,7000.00,21000.00,GST Sales,
PFIDEL1566/22-23,PO No.-JPEE10915,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,FM 65 (5-25),Main Location,Primary Batch,2.00,2.00,,,7800.00,3429.03,Nos,0,,8741.94,15600.00,GST Sales,
PFIDEL1567/22-23,P.O.NUMBER: JPEE10919,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,"20"" BB L 1.5""",Main Location,Primary Batch,4.00,4.00,,,475.00,300.00,Nos,0,,722.62,1900.00,GST Sales,
PFIDEL1567/22-23,P.O.NUMBER: JPEE10919,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,FM 65 (5-25),Main Location,Primary Batch,4.00,4.00,,,7800.00,3429.03,Nos,0,,17855.31,31200.00,GST Sales,
PFIDEL1567/22-23,P.O.NUMBER: JPEE10919,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,IN 510 CT,Main Location,Primary Batch,2.00,2.00,,,2200.00,1925.00,Nos,0,,602.38,4400.00,GST Sales,
PFIDEL1567/22-23,P.O.NUMBER: JPEE10919,16-Mar-23,Sales (22-23),J.PEE ENGINEERS & PACKAGING PVT. LTD,,,07797137244,KP 35,Main Location,Primary Batch,2.00,2.00,,,850.00,745.00,Nos,0,,230.24,1700.00,GST Sales,
