Pratham Filter Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J 106, Ansa Industrial Estate,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saki Vihar Road, Andheri ( East)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai - 400072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone - 02242046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,
40 AC,,,,,,,,,,,,,48.00 Nos,6000.00,288000.00,48.00 Nos,7100.00,340800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40NB SMF,127.00 Nos,960.00,121920.00,60.00 Nos,1088.33,65300.00,59.00 Nos,961.90,56752.05,70.00 Nos,1080.14,75610.00,4.00 Nos,960.50,3842.00,54.00 Nos,1051.70,56792.00,,,,36.00 Nos,990.00,35640.00,48.00 Nos,960.00,46080.00,26.00 Nos,1144.62,29760.00,120.00 Nos,960.00,115200.00,92.00 Nos,1047.39,96360.00,10.00 Nos,960.29,9602.90,35.00 Nos,1086.08,38012.90,125.00 Nos,960.01,120001.45,29.00 Nos,1208.33,35041.45,,,,102.00 Nos,1021.08,104150.00,96.00 Nos,960.00,92160.00,63.00 Nos,1035.87,65260.00,2.00 Nos,960.18,1920.36,61.00 Nos,1012.10,61738.36,57.00 Nos,951.49,54234.96,62.00 Nos,1176.85,72964.96
40NB SMF W,124.00 Nos,1050.01,130200.87,161.00 Nos,1071.74,172550.87,,,,2.00 Nos,1500.00,3000.00,144.00 Nos,1050.00,151200.00,146.00 Nos,1113.64,162592.00,144.00 Nos,1050.00,151200.00,73.00 Nos,1056.16,77100.00,,,,55.00 Nos,1186.36,65250.00,168.00 Nos,1050.00,176400.00,122.00 Nos,1056.56,128900.00,96.00 Nos,1050.00,100800.00,90.00 Nos,1050.00,94500.00,1.00 Nos,1050.03,1050.03,81.00 Nos,1067.90,86500.03,120.00 Nos,1050.00,126000.00,82.00 Nos,1050.00,86100.00,149.00 Nos,1050.00,156450.15,119.00 Nos,1070.17,127350.15,,,,28.00 Nos,1096.43,30700.00,3.00 Nos,1050.18,3150.54,65.00 Nos,1057.70,68750.38
40NB SMS,,,,11.00 Nos,1285.45,14140.00,34.00 Nos,1070.00,36380.00,1.00 Nos,1450.00,1450.00,4.00 Nos,1070.00,4280.00,24.00 Nos,1112.08,26690.00,,,,11.00 Nos,1122.73,12350.00,72.00 Nos,1070.00,77040.00,19.00 Nos,1092.63,20760.00,,,,12.00 Nos,1070.00,12840.00,,,,18.00 Nos,1123.33,20220.00,32.00 Nos,1070.00,34240.00,22.00 Nos,1216.82,26770.00,,,,18.00 Nos,1120.56,20170.00,48.00 Nos,1070.00,51360.00,50.00 Nos,1134.60,56730.00,1.00 Nos,1070.00,1070.00,3.00 Nos,1490.00,4470.00,15.00 Nos,1068.67,16030.00,3.00 Nos,1440.00,4320.00
40NB SMS W,24.00 Nos,1150.00,27600.00,20.00 Nos,1150.00,23000.00,7.00 Nos,1150.00,8050.00,,,,24.00 Nos,1150.00,27600.00,10.00 Nos,1210.00,12100.00,,,,8.00 Nos,1150.00,9200.00,36.00 Nos,1150.00,41400.00,41.00 Nos,1162.20,47650.00,,,,2.00 Nos,1650.00,3300.00,,,,,,,,,,2.00 Nos,1550.00,3100.00,24.00 Nos,1150.00,27600.00,16.00 Nos,1150.00,18400.00,,,,16.00 Nos,1150.00,18400.00,,,,,,,,,,18.00 Nos,1233.33,22200.00
40NB TMF,128.00 Nos,990.00,126720.00,62.00 Nos,1076.13,66720.00,155.00 Nos,990.68,153555.00,83.00 Nos,1064.70,88370.00,3.00 Nos,990.21,2970.64,45.00 Nos,1090.01,49050.64,,,,30.00 Nos,1078.67,32360.00,2.00 Nos,990.32,1980.64,48.00 Nos,1155.43,55460.64,7.00 Nos,990.32,6932.24,35.00 Nos,1173.49,41072.24,56.00 Nos,990.05,55442.56,44.00 Nos,1142.79,50282.56,98.00 Nos,990.01,97020.56,48.00 Nos,1171.89,56250.56,10.00 Nos,990.22,9902.20,49.00 Nos,1185.76,58102.20,38.00 Nos,990.01,37620.42,12.00 Nos,1385.87,16630.42,16.00 Nos,990.21,15843.36,67.00 Nos,1094.53,73333.36,2.00 Nos,990.21,1980.42,21.00 Nos,1256.68,26390.21
40NBTMS,,,,1.00 Nos,1750.00,1750.00,30.00 Nos,1183.00,35490.00,,,,,,,1.00 Nos,1450.00,1450.00,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,1184.79,2369.58,5.00 Nos,1803.92,9019.58,,,,19.00 Nos,1328.42,25240.00,24.00 Nos,1155.00,27720.00,12.00 Nos,1190.00,14280.00,,,,7.00 Nos,1248.57,8740.00,,,,11.00 Nos,1359.16,14950.80
"5"" Clear 1/2""",,,,3.00 Nos,483.00,1449.00,,,,,,,9.00 Nos,160.54,1444.86,30.00 Nos,367.76,11032.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,160.54,160.54,1.00 Nos,160.54,160.54
50NB SMF,49.00 Nos,2600.51,127425.12,45.00 Nos,2600.56,117025.12,2.00 Nos,2600.46,5200.92,13.00 Nos,3669.30,47700.92,48.00 Nos,2600.00,124800.00,28.00 Nos,2600.00,72800.00,24.00 Nos,2600.00,62400.00,26.00 Nos,2830.77,73600.00,24.00 Nos,2600.00,62400.00,9.00 Nos,2888.89,26000.00,19.00 Nos,2600.07,49401.33,42.00 Nos,3007.17,126301.33,,,,1.00 Nos,3800.00,3800.00,5.00 Nos,2600.18,13000.90,24.00 Nos,3491.70,83800.90,24.00 Nos,2600.00,62400.00,3.00 Nos,3400.00,10200.00,28.00 Nos,2600.00,72800.00,22.00 Nos,2854.55,62800.00,1.00 Nos,4100.00,4100.00,8.00 Nos,3250.00,26000.00,5.00 Nos,2600.70,13003.51,17.00 Nos,2694.15,45800.56
50NB SMF IMP AUTO,,,,,,,,,,1.00 Nos,14500.00,14500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50NB SMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,3600.00,7200.00,,,,1.00 Nos,3600.00,3600.00,3.00 Nos,4533.33,13600.00,,,,,,
50NB TMF IMP AUTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,8231.63,16463.26
50NB TMS IMP AUTO,,,,,,,,,,,,,,,,1.00 Nos,16500.00,16500.00,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,8283.34,8283.34,2.00 Nos,12391.67,24783.34,,,,,,,,,,,,,,,,,,,,,,,,
65NB SMF,1.00 Nos,3925.76,3925.76,8.00 Nos,4178.22,33425.76,6.00 Nos,3300.00,19800.00,4.00 Nos,3300.00,13200.00,6.00 Nos,3300.00,19800.00,8.00 Nos,4437.50,35500.00,12.00 Nos,3300.00,39600.00,10.00 Nos,3840.00,38400.00,,,,1.00 Nos,6000.00,6000.00,5.00 Nos,3327.81,16639.06,7.00 Nos,5777.01,40439.06,6.00 Nos,3300.00,19800.00,,,,7.00 Nos,3400.00,23800.00,7.00 Nos,4457.14,31200.00,,,,4.00 Nos,3525.00,14100.00,7.00 Nos,3542.86,24800.00,8.00 Nos,4868.75,38950.00,8.00 Nos,3300.00,26400.00,1.00 Nos,3300.00,3300.00,2.00 Nos,4100.00,8200.00,8.00 Nos,5200.00,41600.00
65NB SMS,,,,,,,6.00 Nos,4100.00,24600.00,3.00 Nos,6833.33,20500.00,,,,3.00 Nos,6666.67,20000.00,,,,1.00 Nos,7000.00,7000.00,,,,1.00 Nos,7000.00,7000.00,3.00 Nos,4100.00,12300.00,2.00 Nos,6750.00,13500.00,4.00 Nos,4100.00,16400.00,2.00 Nos,4100.00,8200.00,4.00 Nos,4100.00,16400.00,2.00 Nos,4100.00,8200.00,,,,1.00 Nos,6500.00,6500.00,,,,4.00 Nos,4825.00,19300.00,5.00 Nos,4380.00,21900.00,3.00 Nos,6016.67,18050.00,2.00 Nos,5100.00,10200.00,3.00 Nos,6033.33,18100.00
9 AC,28.00 Nos,1000.00,28000.00,8.00 Nos,3187.50,25500.00,,,,5.00 Nos,3500.00,17500.00,,,,5.00 Nos,4500.00,22500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 Nos,3500.00,14000.00,,,,6.00 Nos,3500.00,21000.00,,,,,,,,,,,,,,,,,,
9 RL,10.00 Nos,160.00,1600.00,,,,2.00 Nos,167.26,334.52,13.00 Nos,262.66,3414.52,48.00 Nos,160.00,7680.00,48.00 Nos,280.00,13440.00,,,,,,,3.00 Nos,161.73,485.19,7.00 Nos,197.88,1385.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00 Nos,160.00,1600.00,10.00 Nos,250.00,2500.00,,,,,,
AQUALINE CART,,,,40.00 Nos,15101.25,604050.00,,,,6.00 Nos,14950.00,89700.00,,,,6.00 Nos,14950.00,89700.00,,,,,,,48.00 Nos,16550.00,794400.00,48.00 Nos,16550.00,794400.00,10.00 Nos,16550.00,165500.00,2.00 Nos,16550.00,33100.00,,,,2.00 Nos,16550.00,33100.00,12.00 Nos,16550.00,198600.00,15.00 Nos,16986.67,254800.00,24.00 Nos,16550.00,397200.00,4.00 Nos,16550.00,66200.00,,,,,,,,,,14.00 Nos,16550.00,231700.00,,,,,,
AQUALINE HSG,,,,1.00 Nos,29000.00,29000.00,,,,,,,,,,2.00 Nos,25650.00,51300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,25650.00,25650.00,,,,,,,,,,,,,,,,,,,,,,,,
"BB 10""",,,,51.00 Nos,143.71,7329.00,,,,2.00 Nos,180.00,360.00,40.00 Nos,123.04,4921.60,40.00 Nos,123.04,4921.60,590.00 Nos,114.77,67716.90,458.00 Nos,122.27,56001.30,,,,,,,,,,140.00 Nos,139.14,19480.00,40.00 Nos,117.37,4694.80,90.00 Nos,132.16,11894.80,,,,21.00 Nos,129.52,2720.00,,,,5.00 Nos,160.00,800.00,278.00 Nos,109.43,30422.82,108.00 Nos,114.84,12402.42,200.00 Nos,111.56,22312.00,283.00 Nos,111.29,31495.60,,,,96.00 Nos,121.99,11710.80
"BB 20""- 4""",3630.00 Nos,187.55,680803.94,4695.00 Nos,208.13,977186.20,7661.00 Nos,188.65,1445224.81,6506.00 Nos,198.76,1293164.24,6420.00 Nos,187.36,1202842.64,6288.00 Nos,181.35,1140309.00,3878.00 Nos,187.21,726006.93,4829.00 Nos,198.02,956220.10,2320.00 Nos,185.78,430999.62,1534.00 Nos,196.95,302116.50,2560.00 Nos,182.34,466787.36,2489.00 Nos,202.48,503975.00,2940.00 Nos,179.28,527076.22,2799.00 Nos,194.99,545780.00,2530.00 Nos,184.41,466561.30,2801.00 Nos,195.56,547755.80,6960.00 Nos,188.32,1310713.26,8295.00 Nos,191.28,1586644.78,3460.00 Nos,182.61,631835.02,3866.00 Nos,192.51,744262.70,6210.00 Nos,181.71,1128416.58,5480.00 Nos,191.72,1050640.90,5632.00 Nos,182.87,1029932.12,5760.00 Nos,189.03,1088834.48
"BB 20""- 4"" SLIM",,,,,,,,,,,,,,,,,,,864.00 Nos,188.67,163006.56,864.00 Nos,188.67,163006.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.00 Nos,194.03,465666.37,600.00 Nos,194.54,116724.00
"BB 20""- 4.25""",100.00 Nos,217.09,21709.06,489.00 Nos,267.78,130945.00,360.00 Nos,222.10,79955.90,176.00 Nos,278.24,48969.50,1170.00 Nos,221.25,258857.82,1243.00 Nos,238.97,297036.70,740.00 Nos,219.96,162773.12,532.00 Nos,235.25,125151.30,150.00 Nos,217.25,32588.12,179.00 Nos,285.51,51107.00,330.00 Nos,217.00,71611.39,524.00 Nos,269.51,141225.40,20.00 Nos,216.24,4324.80,66.00 Nos,292.80,19324.80,170.00 Nos,215.96,36712.61,797.00 Nos,243.72,194248.80,688.00 Nos,215.95,148576.58,439.00 Nos,236.21,103696.52,1660.00 Nos,213.64,354634.67,1527.00 Nos,231.16,352981.60,966.00 Nos,211.95,204747.26,772.00 Nos,249.17,192358.40,278.00 Nos,215.66,59952.55,174.00 Nos,269.46,46885.86
"BB 20"" - 4.5""",,,,469.00 Nos,400.21,187698.00,74.00 Nos,260.34,19265.16,16.00 Nos,386.75,6188.00,,,,50.00 Nos,400.00,20000.00,420.00 Nos,418.36,175710.38,468.00 Nos,418.03,195637.10,,,,250.00 Nos,397.40,99350.00,940.00 Nos,273.20,256807.33,782.00 Nos,304.02,237743.60,18.00 Nos,281.42,5065.56,18.00 Nos,281.42,5065.56,96.00 Nos,281.42,27016.32,440.00 Nos,342.47,150686.32,2129.00 Nos,259.68,552865.59,1930.00 Nos,266.81,514940.20,1330.00 Nos,250.41,333051.87,1210.00 Nos,314.27,380263.20,317.00 Nos,242.77,76957.27,413.00 Nos,279.96,115624.64,551.00 Nos,254.77,140379.14,497.00 Nos,271.21,134793.06
"BB 20"" XL-5",18.00 Nos,800.00,14400.00,,,,36.00 Nos,800.00,28800.00,53.00 Nos,1801.89,95500.00,,,,6.00 Nos,3500.00,21000.00,36.00 Nos,800.00,28800.00,30.00 Nos,1426.67,42800.00,18.00 Nos,800.00,14400.00,13.00 Nos,2176.92,28300.00,18.00 Nos,800.00,14400.00,19.00 Nos,1589.47,30200.00,,,,2.00 Nos,2200.00,4400.00,18.00 Nos,800.00,14400.00,20.00 Nos,2485.00,49700.00,,,,7.00 Nos,2500.00,17500.00,18.00 Nos,800.00,14400.00,12.00 Nos,1500.00,18000.00,18.00 Nos,800.00,14400.00,22.00 Nos,1209.09,26600.00,18.00 Nos,800.00,14400.00,14.00 Nos,2007.14,28100.00
"BB 30""",,,,1.00 Nos,599.00,599.00,,,,,,,,,,,,,,,,,,,,,,18.00 Nos,376.00,6768.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP 410,,,,124.00 Nos,72.02,8930.00,150.00 Nos,50.00,7500.00,,,,1.00 Nos,51.11,51.11,26.00 Nos,323.12,8401.11,,,,4.00 Nos,350.00,1400.00,17.00 Nos,51.11,868.87,44.00 Nos,98.16,4318.87,,,,18.00 Nos,161.11,2900.00,10.00 Nos,51.11,511.10,30.00 Nos,220.37,6611.10,,,,2.00 Nos,350.00,700.00,,,,41.00 Nos,187.80,7700.00,200.00 Nos,50.00,10000.00,,,,,,,14.00 Nos,221.43,3100.00,5.00 Nos,50.64,253.20,34.00 Nos,277.49,9434.66
BP 420,,,,125.00 Nos,90.08,11260.00,1047.00 Nos,61.50,64393.17,319.00 Nos,77.08,24589.17,1.00 Nos,61.47,61.47,165.00 Nos,154.55,25501.47,14.00 Nos,61.48,860.72,291.00 Nos,96.26,28010.72,37.00 Nos,64.37,2381.80,280.00 Nos,102.69,28751.80,23.00 Nos,61.50,1414.44,181.00 Nos,143.51,25974.44,541.00 Nos,60.11,32518.52,151.00 Nos,165.75,25028.52,320.00 Nos,60.07,19222.80,181.00 Nos,115.76,20952.80,82.00 Nos,61.18,5016.36,432.00 Nos,96.32,41611.36,512.00 Nos,60.02,30731.76,75.00 Nos,246.82,18511.76,,,,38.00 Nos,155.26,5900.00,11.00 Nos,60.90,669.88,78.00 Nos,187.16,14598.76
BW 30 365,115.00 Nos,29288.42,3368168.00,132.00 Nos,28762.10,3796597.00,145.00 Nos,28993.18,4204011.25,231.00 Nos,29573.41,6831457.25,250.00 Nos,29563.88,7390970.00,112.00 Nos,29674.39,3323532.00,110.00 Nos,29472.57,3241982.20,314.00 Nos,29900.62,9388794.20,215.00 Nos,29501.12,6342740.05,145.00 Nos,30052.88,4357668.05,272.00 Nos,29536.48,8033922.40,224.00 Nos,29877.13,6692476.40,298.00 Nos,29452.13,8776735.37,452.00 Nos,27683.80,12513077.37,221.00 Nos,29517.19,6523299.13,181.00 Nos,29960.35,5422823.13,265.00 Nos,29540.62,7828265.15,291.00 Nos,29701.94,8643263.15,223.00 Nos,30044.72,6699973.24,233.00 Nos,27653.92,6443364.24,110.00 Nos,30612.25,3367347.00,179.00 Nos,23818.23,4263464.00,268.00 Nos,30650.22,8214258.96,314.00 Nos,28898.58,9074153.46
BW 30 400,129.00 Nos,30335.10,3913227.86,217.00 Nos,30361.79,6588508.86,166.00 Nos,30584.69,5077058.66,96.00 Nos,30673.72,2944677.35,265.00 Nos,30746.83,8147910.70,205.00 Nos,31040.78,6363359.20,110.00 Nos,30731.96,3380515.60,211.00 Nos,31040.85,6549619.60,24.00 Nos,30120.77,722898.48,101.00 Nos,31064.94,3137558.48,20.00 Nos,30120.77,602415.40,72.00 Nos,31158.55,2243415.40,10.00 Nos,30120.77,301207.70,64.00 Nos,17307.93,1107707.70,8.00 Nos,29611.21,236889.68,16.00 Nos,30305.61,484889.68,,,,,,,,,,,,,4.00 Nos,30793.00,123172.00,4.00 Nos,3275.00,13100.00,,,,,,
BW 30 400/34,,,,,,,,,,,,,,,,,,,12.00 Nos,32873.27,394479.24,12.00 Nos,33603.67,403244.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00 Nos,34187.76,3076898.40,,,
BW 30 4040,,,,1.00 Nos,12000.00,12000.00,75.00 Nos,9871.97,740397.42,71.00 Nos,10262.75,728655.28,76.00 Nos,9875.39,750529.26,48.00 Nos,10224.67,490783.94,,,,32.00 Nos,10352.88,331292.00,8.00 Nos,9876.00,79008.00,8.00 Nos,11400.00,91200.00,,,,,,,,,,,,,138.00 Nos,9875.13,1362767.88,92.00 Nos,9213.56,847647.24,339.00 Nos,9875.32,3347731.80,208.00 Nos,9370.34,1949030.20,8.00 Nos,9872.98,78983.84,100.00 Nos,9781.04,978103.84,,,,83.00 Nos,3338.55,277100.00,62.00 Nos,9543.26,591682.28,65.00 Nos,9741.62,633205.00
BW 30 HR 440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00 Nos,38832.03,1281456.99,,,,,,,33.00 Nos,39791.00,1313103.00
BW 30 PRO 400,,,,,,,,,,,,,55.00 Nos,30793.00,1693615.00,,,,,,,25.00 Nos,30793.00,769825.00,200.00 Nos,30792.88,6158576.00,70.00 Nos,30793.00,2155510.00,148.00 Nos,30792.88,4557346.83,182.00 Nos,30862.33,5616944.23,355.00 Nos,30792.88,10931473.20,307.00 Nos,31076.68,9540542.20,362.00 Nos,30792.88,11147023.81,309.00 Nos,31311.30,9675191.05,402.00 Nos,30792.88,12378737.78,393.00 Nos,30972.75,12172290.78,175.00 Nos,30792.88,5388754.10,216.00 Nos,31337.54,6768907.70,245.00 Nos,31588.06,7739075.70,288.00 Nos,27448.81,7905258.70,250.00 Nos,31717.82,7929455.00,227.00 Nos,32296.76,7331364.00
BW 30 PRO 400/34I,,,,,,,20.00 Nos,34071.00,681420.00,20.00 Nos,34071.00,681420.00,,,,,,,32.00 Nos,34071.37,1090283.84,32.00 Nos,36200.00,1158400.00,,,,,,,21.00 Nos,34071.37,715498.77,,,,,,,21.00 Nos,34071.00,715491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW 30 PRO 4040,,,,,,,118.00 Nos,8560.17,1010100.00,88.00 Nos,8752.55,770224.00,390.00 Nos,8526.63,3325387.24,298.00 Nos,8833.76,2632459.24,,,,121.00 Nos,9495.87,1149000.00,205.00 Nos,8407.36,1723509.76,82.00 Nos,8491.58,696309.76,375.00 Nos,8404.50,3151689.00,206.00 Nos,8910.14,1835489.00,16.00 Nos,8462.08,135393.28,134.00 Nos,8948.46,1199093.28,6.00 Nos,8462.08,50772.48,125.00 Nos,9286.98,1160872.48,,,,44.00 Nos,9520.45,418900.00,264.00 Nos,9031.34,2384273.96,33.00 Nos,9238.85,304882.00,,,,187.00 Nos,9145.94,1710290.00,252.00 Nos,9054.73,2281791.96,240.00 Nos,8538.00,2049120.69
BW 30 XFR 400/34,,,,36.00 Nos,34680.00,1248480.00,60.00 Nos,34890.43,2093425.80,60.00 Nos,33874.00,2032440.00,92.00 Nos,34726.45,3194833.40,111.00 Nos,35627.40,3954641.58,60.00 Nos,34890.43,2093425.50,33.00 Nos,34067.27,1124220.00,,,,10.00 Nos,35856.00,358560.00,,,,9.00 Nos,34890.00,314010.00,3.00 Nos,34360.59,103081.77,6.00 Nos,35180.30,211081.77,12.00 Nos,20352.75,244233.01,29.00 Nos,35077.24,1017240.00,,,,,,,,,,,,,,,,,,,3.00 Nos,34890.00,104670.00,,,
BW 30 XFR 400/34 I,,,,,,,,,,,,,,,,,,,,,,,,,36.00 Nos,36897.07,1328294.52,36.00 Nos,36897.00,1328292.00,36.00 Nos,36897.07,1328294.52,36.00 Nos,36897.00,1328292.00,30.00 Nos,36897.07,1106912.10,30.00 Nos,36897.00,1106910.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW 30 XFRLE 400/34,,,,,,,,,,,,,19.00 Nos,36581.87,695055.55,19.00 Nos,37383.37,710284.00,15.00 Nos,36581.89,548728.35,15.00 Nos,38000.00,570000.00,,,,,,,,,,,,,15.00 Nos,36581.89,548728.35,15.00 Nos,37500.00,562500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW 30 XFRLE 400/34 I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,39203.86,78407.72,2.00 Nos,39203.00,78406.00,,,,,,,,,,,,
BW 30 XHR PRO 400/34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00 Nos,34890.22,1674730.56,5.00 Nos,34891.00,174455.00,88.00 Nos,34890.22,3070339.36,96.00 Nos,35738.54,3430900.00,72.00 Nos,34890.22,2512095.84,71.00 Nos,35157.46,2496180.00,,,,13.00 Nos,38346.15,498500.00,54.00 Nos,36285.87,1959436.98,49.00 Nos,37330.98,1829218.00
C220 NA,,,,,,,,,,,,,,,,,,,,,,,,,5500.00 LTR,105.00,577500.00,5500.00 LTR,105.00,577500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.00 LTR,106.20,26550.00,250.00 LTR,30.00,7500.00
C 225 NA,,,,2950.00 LTR,105.68,311750.00,,,,7200.00 LTR,112.16,807550.00,,,,2850.00 LTR,116.00,330600.00,6000.00 LTR,110.00,660000.00,3400.00 LTR,113.26,385100.00,12000.00 LTR,111.00,1332000.00,4450.00 LTR,117.64,523500.00,100.00 LTR,103.58,10358.00,2450.00 LTR,116.88,286358.00,,,,1800.00 LTR,116.11,209000.00,11000.00 LTR,111.00,1221000.00,4950.00 LTR,118.91,588600.00,,,,8900.00 LTR,114.60,1019900.00,600.00 LTR,105.39,63234.00,2100.00 LTR,118.40,248634.00,11000.00 LTR,109.50,1204500.00,4650.00 LTR,58.35,271350.00,1500.00 LTR,108.00,162000.00,5800.00 LTR,66.52,385800.00
Carbon 600 IV,,,,3100.00 KGS,22.09,68475.00,50.00 KGS,15.36,768.00,2225.00 KGS,22.19,49375.00,20025.00 KGS,10.01,200350.25,1150.00 KGS,23.52,27043.25,125.00 KGS,11.06,1382.50,725.00 KGS,25.42,18432.50,125.00 KGS,11.06,1382.50,4725.00 KGS,16.67,78757.50,150.00 KGS,11.06,1659.00,1425.00 KGS,34.95,49809.00,200.00 KGS,11.06,2212.00,3800.00 KGS,22.15,84162.00,50.00 KGS,11.06,553.00,3700.00 KGS,24.84,91903.00,50.00 KGS,11.06,553.00,2025.00 KGS,21.56,43653.00,16000.00 KGS,14.00,224000.00,2050.00 KGS,22.22,45550.00,250.00 KGS,12.15,3037.50,2225.00 KGS,18.59,41362.50,25.00 KGS,12.15,303.75,1425.00 KGS,28.44,40528.75
Carbon 900 IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00 KGS,48.00,96000.00,2000.00 KGS,48.00,96000.00
Chem - Aquamin Ca+Mg - 5Ltr,,,,,,,5.00 KGS,162.00,810.00,,,,,,,5.00 KGS,162.00,810.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chem-Dozer 5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.00 KGS,50.00,24500.00,,,
Chem - GC 7000S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.00 KGS,144.00,9360.00,,,
Chem - Good Chemistry 5020,20.00 KGS,80.00,1600.00,20.00 KGS,139.80,2796.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.00 KGS,80.00,69600.00,,,
Chem - Good Chemistry - PH 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.00 KGS,75.00,7875.00,,,
"Codeline 4"" -2 Element",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,16270.00,32540.00,2.00 Nos,23200.00,46400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Codeline 4"" -3 Element",3.00 Nos,25994.00,77982.00,,,,,,,3.00 Nos,25994.00,77982.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,21365.00,42730.00,2.00 Nos,21365.00,42730.00,,,,,,,4.00 Nos,23074.00,92296.00,4.00 Nos,27000.00,108000.00,,,,,,,,,,,,
"Codeline 4"" -4 Element",3.00 Nos,24625.00,73875.00,,,,4.00 Nos,24750.00,99000.00,7.00 Nos,24696.43,172875.00,,,,,,,4.00 Nos,23573.00,94292.00,4.00 Nos,26000.00,104000.00,,,,,,,,,,,,,,,,,,,1.00 Nos,24750.00,24750.00,1.00 Nos,24750.00,24750.00,,,,,,,,,,,,,2.00 Nos,25089.00,50178.00,2.00 Nos,29500.00,59000.00,,,,,,
